Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, Glyc, Glyc %SD, Glyc/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, PE, PE %SD, PE/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Ser, Ser %SD, Ser/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Ins+Glyc, Ins+Glyc %SD, Ins+Glyc/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr
  1,   1,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.24E-10,   94,    1.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 3.31E-09,   14,   14.761,    0.000,  999,    0.000, 3.31E-10,  362,    1.475,    0.000,  999,    0.000,    0.000,  999,    0.000, 7.78E-10,  133,    3.472,    0.000,  999,    0.000, 1.64E-10,  157,    0.731, 1.23E-10,  268,    0.551,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.21E-09,   58,    5.386, 2.17E-11,  999,  9.7E-02, 9.60E-10,   58,    4.283, 7.47E-10,  105,    3.333,    0.000,  999,    0.000, 2.87E-10,   78,    1.282, 1.11E-09,   33,    4.947, 2.24E-10,   94,    1.000, 3.31E-09,   14,   14.761
