Row, Col, Ala, Ala %SD, Ala/Cr, Asp, Asp %SD, Asp/Cr, Cr, Cr %SD, Cr/Cr, GABA, GABA %SD, GABA/Cr, Glc, Glc %SD, Glc/Cr, Gln, Gln %SD, Gln/Cr, Glu, Glu %SD, Glu/Cr, Glyc, Glyc %SD, Glyc/Cr, GPC, GPC %SD, GPC/Cr, GSH, GSH %SD, GSH/Cr, Ins, Ins %SD, Ins/Cr, Lac, Lac %SD, Lac/Cr, NAAG, NAAG %SD, NAAG/Cr, NAA, NAA %SD, NAA/Cr, PCh, PCh %SD, PCh/Cr, PCr, PCr %SD, PCr/Cr, PE, PE %SD, PE/Cr, Scyllo, Scyllo %SD, Scyllo/Cr, Ser, Ser %SD, Ser/Cr, Tau, Tau %SD, Tau/Cr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr, Ins+Glyc, Ins+Glyc %SD, Ins+Glyc/Cr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr
  1,   1, 5.65E-11,  713,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 3.28E-10,  181,    0.000,    0.000,  999,    0.000, 5.12E-10,  148,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.30E-09,   26,    0.000, 7.64E-11,  505,    0.000, 4.70E-10,   91,    0.000, 2.80E-10,  210,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.09E-09,   63,    0.000, 1.27E-10,  138,    0.000, 5.65E-09,   22,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 7.50E-10,   48,    0.000, 1.30E-09,   26,    0.000,    0.000,  999,    0.000, 5.12E-10,  148,    0.000
