Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, Glyc, Glyc %SD, Glyc/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, PE, PE %SD, PE/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Ser, Ser %SD, Ser/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Ins+Glyc, Ins+Glyc %SD, Ins+Glyc/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr
  1,   1,    0.000,  999,    0.000, 1.45E-09,   33,   37.929, 3.81E-11,  711,    1.000, 5.62E-10,   75,   14.740,    0.000,  999,    0.000, 1.24E-09,   39,   32.491,    0.000,  999,    0.000, 8.68E-10,   38,   22.765,    0.000,  999,    0.000, 8.43E-10,   39,   22.112, 1.24E-09,   30,   32.534,    0.000,  999,    0.000, 2.92E-10,   60,    7.649, 1.55E-10,  115,    4.052,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.37E-09,   17,   62.023, 3.17E-10,   37,    8.322,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 4.46E-10,   41,   11.701, 2.11E-09,   12,   55.299, 3.81E-11,  711,    1.000, 1.24E-09,   39,   32.491
